p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
7.160519,7.050016,7.103989,6.755677,7.174794,6.251578,6.633447,6.983023,6.926402,6.742348,1.693897,4.776612,2.818393,2.132569,3.042075,2.466881,2.697778,3.589050,2.190664,3.253198,zero 
6.274897,7.528176,8.038740,7.456680,7.815007,6.317242,7.131434,7.874507,7.439508,7.667055,1.084993,4.987512,2.015932,1.949744,2.584061,2.573680,3.226179,3.156225,1.690671,2.783332,zero 
6.497294,8.819836,8.081063,8.031667,8.737019,7.534254,7.400385,8.230581,8.094810,8.184389,1.306278,5.266168,1.730771,1.710389,2.568569,2.269592,2.872685,3.736214,1.828610,3.189984,zero 
6.687951,8.342865,9.349420,9.257488,9.359797,8.198870,9.766543,8.736129,8.730268,8.949078,1.413198,6.561094,2.479386,2.312767,3.005367,2.434966,3.307019,4.105934,2.456659,3.047954,zero 
8.555256,8.030710,9.365294,8.842949,9.000507,8.391595,10.507076,8.813088,9.176100,9.004536,2.057101,7.469372,3.566466,4.282013,5.272060,3.702493,3.867139,5.805008,3.714164,5.405473,zero 
6.055471,8.323292,8.070385,7.676811,8.200233,6.756915,7.021226,8.100272,7.612315,7.844326,1.231215,5.147734,1.714150,1.741518,2.458908,2.502213,2.483608,3.380468,1.706923,2.916229,zero 
6.455764,8.413600,7.935026,8.212519,8.312580,7.428032,7.666563,7.812202,8.191038,7.888343,1.253579,5.457930,1.543299,1.664760,2.746558,2.300425,2.921674,3.843051,1.797128,3.273339,zero 
8.054271,6.591591,6.294465,6.151785,6.659106,5.939384,5.889124,5.989669,6.232658,5.887040,1.414341,2.640801,1.966195,2.020685,2.024781,2.405150,2.752391,3.056156,1.409718,2.894324,zero 
5.914479,7.251534,7.159410,6.685656,7.650310,6.265003,6.887078,7.304796,6.931642,7.340029,1.211949,4.830806,2.119085,1.984822,2.690087,2.300599,2.714728,3.412875,2.120055,2.664884,zero 
7.419799,8.783938,10.464173,9.033974,9.971404,8.059450,9.539259,9.688924,9.645182,9.559830,1.682726,7.381268,3.186555,4.275376,4.101916,3.792364,4.087364,5.106624,3.494496,4.584237,zero 
7.648169,6.573804,8.201915,8.050106,8.295688,7.408655,8.276532,8.037582,8.543991,8.160089,2.098334,6.105458,2.020911,3.143157,3.671500,3.529398,3.297362,3.867656,2.731927,4.079801,zero 
7.263208,6.949730,8.387280,9.217579,8.870637,7.826515,7.848998,8.797505,8.686634,8.896711,1.493970,6.646678,1.931588,3.208392,2.521618,3.268272,2.923611,3.987920,3.476843,3.423473,zero 
6.976834,7.924947,7.732641,7.626458,8.158546,6.716173,7.009396,7.779382,7.192070,7.637394,1.303805,4.580549,1.541186,1.730321,2.128884,2.494016,2.541588,3.477980,1.634074,3.116427,zero 
7.320815,8.356672,8.682429,8.802806,9.857687,9.008926,9.298702,9.693828,9.304184,10.232752,1.796848,7.289169,2.542178,2.573576,2.933713,2.914939,3.081255,4.001114,2.941053,3.088633,zero 
7.035055,9.753766,10.407324,10.297002,11.196563,9.544463,9.903974,10.899257,10.230387,10.955834,1.797680,7.715331,2.231985,3.028805,3.757924,3.021257,3.624047,4.971867,3.520694,4.233442,zero 
6.051762,8.124837,8.453353,9.174534,9.013503,7.987932,7.763818,8.723405,8.938436,8.931509,1.846076,6.761639,2.065714,2.511688,2.909895,2.977649,2.522841,4.406164,2.742201,3.525119,zero 
6.809822,8.193362,9.240718,9.706898,10.003219,8.811968,8.713522,9.853810,9.467900,9.871219,1.947733,7.393073,2.192299,2.783524,3.111689,2.793977,3.468334,4.358045,3.573764,3.835808,zero 
6.975300,8.836044,8.252709,7.708889,8.398204,6.968993,7.195870,8.476100,7.189172,7.760372,1.478588,5.025736,2.158324,1.911558,2.166935,2.431621,3.173046,2.612175,1.905004,2.643691,zero 
9.304460,8.807808,9.453940,10.169628,9.824355,9.309823,9.216742,9.957282,9.837478,9.805840,2.424695,6.961755,2.152349,3.079508,3.601801,3.814989,3.845389,5.227225,3.078944,4.970837,zero 
7.739965,7.418775,9.234221,10.016185,9.204908,8.490427,8.565146,9.302688,9.570182,9.539743,1.605233,7.381499,1.928570,3.100599,2.382178,3.391981,2.926179,3.632453,3.167433,3.061193,zero 
5.181530,8.826078,9.168263,9.157651,9.760004,8.321453,8.768252,9.378048,8.800264,9.506364,1.526061,6.793636,2.210439,2.523104,2.662067,2.632476,2.768666,3.984962,2.753863,2.929901,zero 
6.520110,7.689009,8.484984,7.893128,8.199143,7.630646,8.560375,7.847357,8.180535,7.943128,1.170773,6.084982,2.076670,1.666715,3.049123,1.842112,3.767296,3.771378,2.002469,3.051364,zero 
7.707543,8.310382,9.148637,10.116696,9.869262,9.619883,8.905183,8.940437,9.779939,9.118378,2.004400,7.548157,2.285100,2.818493,2.791720,2.377425,2.957350,3.359615,3.221487,3.979912,zero 
7.409107,8.671118,10.028038,10.024005,10.301642,8.817639,9.240898,9.826467,9.837886,10.168508,1.691599,7.724976,2.441362,3.567970,3.790154,3.535695,4.206325,4.744921,3.638271,4.110126,zero 
6.309421,8.343069,9.662741,9.347264,9.552223,8.314459,8.891802,9.095348,9.400842,9.088191,1.599534,7.429622,2.163378,3.082157,3.554900,2.880243,3.570774,3.814865,3.043972,4.051942,zero 
7.267151,7.418247,8.559275,8.362549,9.283095,8.174653,9.439601,9.022453,8.822306,9.602906,1.381330,6.789053,2.638616,3.089336,3.262798,2.819328,2.513858,4.386339,2.873957,3.468081,zero 
7.124909,7.227662,8.944537,9.223324,9.372696,8.167751,8.498734,9.058645,8.968743,8.833330,1.677203,7.107702,2.570231,3.639113,2.907272,3.483375,2.361607,3.708621,3.799883,4.005686,zero 
6.549261,8.071610,9.112470,9.792072,9.637355,8.546079,8.602548,9.214911,9.423276,9.631473,1.640255,7.540042,1.896448,2.777340,2.811598,3.161310,2.991462,4.344793,3.243622,3.124494,zero 
6.633172,7.051121,8.720812,8.779269,8.767209,7.605025,7.928312,8.586831,8.722909,8.646559,1.397894,6.842001,1.907487,3.230271,3.405881,3.136869,3.660215,4.264118,3.279520,4.017933,zero 
6.671933,8.450567,9.817507,8.477695,9.584752,7.552789,9.131984,9.340112,9.107483,9.367852,1.568574,7.017276,2.985787,3.967798,3.773084,3.366919,4.239897,4.226534,2.971653,3.778110,zero 
6.956591,7.463210,9.111431,9.673998,9.746875,8.332637,8.507811,8.987947,8.926903,9.273996,1.553616,7.104925,2.174557,3.057697,2.572810,3.141217,3.229463,3.875650,4.250670,3.606610,zero 
7.989176,10.139423,10.630203,10.712970,11.771169,10.545557,11.312524,11.460334,10.900402,11.517888,1.576846,8.743514,2.934703,4.129866,3.386803,3.273998,2.551787,4.542477,3.480632,4.251497,zero 
6.996565,8.172914,8.745340,9.063599,9.791382,9.194260,9.561543,9.215797,9.294032,9.711341,1.648071,7.264204,2.433958,2.433970,2.920727,2.284362,2.551106,3.846604,2.833894,2.918111,zero 
6.533410,7.769831,8.912321,9.626484,9.604565,8.372724,8.348402,9.446930,9.096151,9.446118,1.914333,7.642498,2.333231,3.332585,3.145324,3.418780,3.387013,4.061393,3.698277,3.652634,zero 
7.410075,8.334321,9.413405,9.846560,9.928026,8.458092,8.708085,9.308263,9.624252,9.776792,2.141433,7.192838,2.442097,3.701895,3.341133,3.645007,3.278648,5.034766,3.684258,4.233035,zero 
6.459430,8.221677,9.915746,9.235052,9.737633,8.300455,8.999708,9.548803,9.405738,9.443389,1.858228,7.480774,2.204811,3.091504,3.743953,2.971812,4.070273,4.209621,3.368159,4.246753,zero 
7.789170,9.472833,10.358734,10.217727,10.764261,10.260181,11.039224,9.795915,10.434058,10.207736,1.821194,8.121995,2.604289,3.465607,3.663551,2.597980,2.949065,4.568913,2.643244,4.173774,zero 
6.729543,9.118751,9.690788,9.956440,10.242114,8.808402,8.743653,9.919063,9.820846,10.127050,1.647267,7.203843,2.128022,2.949946,3.515935,3.114878,3.978409,4.610128,2.919315,3.855127,zero 
6.035549,9.399470,9.213670,9.267618,9.154844,8.140626,8.585318,8.973593,9.130279,8.993905,1.277423,6.903351,1.696168,2.116144,2.772901,2.842632,2.787079,4.514713,2.149840,3.425959,zero 
6.248769,7.885051,8.074152,7.970559,8.680690,7.974380,8.504306,8.637518,8.363468,8.974556,1.265820,6.457853,2.118833,1.859256,2.721352,2.323834,2.490609,3.742241,2.308882,2.986899,zero 
7.664035,8.036176,9.346768,9.262664,9.557399,8.066479,8.334946,9.488874,9.834178,9.403512,1.633796,7.117483,2.768932,4.070205,3.466612,3.779238,3.517664,4.831676,2.854869,4.466901,zero 
7.671119,8.090717,9.404703,9.960994,9.582347,8.543294,8.649855,9.088360,9.720932,9.429295,2.197067,7.102213,2.175987,3.094289,3.320168,3.222430,3.548095,5.289917,3.194488,4.597866,zero 
5.758034,8.629239,9.145622,8.747935,9.466022,7.487459,8.564005,9.180054,8.785501,9.359125,1.563565,6.038306,2.161946,2.323084,2.837175,2.685303,2.993646,4.640950,2.675846,3.300933,zero 
5.913225,7.233098,8.159378,7.504493,8.097251,6.479031,7.746388,7.740036,7.780791,7.910891,1.243515,5.424602,1.975561,2.427480,2.841707,2.874699,3.087827,3.274715,2.130084,3.004355,zero 
5.944650,9.133448,8.265756,8.550247,8.865121,7.954846,7.702481,9.273577,8.058392,8.821872,1.669178,5.774479,2.064630,2.090499,2.577953,2.391803,2.692819,3.184596,2.310128,2.789021,zero 
6.551901,8.622919,9.286909,9.344641,10.222137,8.272122,9.214812,9.590328,9.118396,9.604220,1.672416,7.216236,2.599696,3.872627,3.249488,3.579216,2.617462,4.850721,3.801317,4.448227,zero 
7.292741,8.676927,9.602499,9.465770,10.146161,8.354593,9.047546,9.979027,9.733057,9.971972,1.652566,7.164990,2.820879,4.102775,3.479414,3.674114,3.045281,4.956080,3.631384,4.417761,zero 
7.626601,10.234247,10.294660,10.666475,11.923151,10.649782,10.940452,11.155212,10.575327,11.669716,1.604059,8.233842,2.574609,2.935973,2.815809,2.792041,3.076245,3.927620,3.546553,3.267793,zero 
7.528201,6.985535,8.532344,9.348572,8.620942,7.838388,8.220739,8.640598,9.272724,8.743690,1.719158,7.212218,2.667002,3.611032,2.637156,3.444226,3.016867,3.394012,2.374845,3.238351,zero 
6.255932,7.786339,9.371191,9.114020,9.332852,8.290455,8.873984,8.935729,9.157494,9.253475,1.632655,7.221304,2.020834,2.699310,3.438467,2.538715,3.407918,4.192367,3.324816,3.751733,zero 
5.743223,7.674986,8.042935,7.124263,7.883101,6.140536,6.884613,7.955639,7.236111,7.636561,1.288083,5.190020,1.950805,2.064547,2.542684,2.636328,3.583002,2.788494,1.820116,2.578536,zero 
7.554911,7.468802,7.494905,8.713930,8.068811,8.061809,8.239924,7.508788,8.550460,8.473234,2.140199,6.308335,2.068516,2.285504,3.284189,3.166550,3.004356,5.028924,3.133454,3.936102,zero 
8.021287,6.893184,8.223478,8.325403,8.165973,7.882006,8.571225,7.756561,8.232073,7.850707,1.779106,6.365524,2.953876,2.986572,3.567619,2.658487,3.961314,4.451387,2.644553,4.153185,zero 
6.685302,8.162070,8.163560,8.233070,8.541159,7.588902,8.249587,8.716415,8.009540,8.511869,1.595360,5.705437,2.402173,2.323186,3.200574,2.506099,2.553663,3.868681,2.400518,3.142159,zero 
6.947866,7.705267,7.014749,6.766034,7.211365,6.348348,6.140032,6.941314,7.107337,6.705864,1.253250,4.193820,1.726799,1.536302,2.458006,2.109475,2.803903,3.058067,1.685186,2.708619,zero 
8.170847,7.556321,8.483079,8.079658,9.455891,8.323483,9.574601,8.131968,8.343557,9.117495,1.592602,6.397655,2.990545,2.931740,3.384011,2.711793,4.034261,4.341620,3.678756,3.142018,zero 
5.822909,7.274366,7.948550,7.513489,8.259937,6.346605,7.218120,8.072186,7.666382,8.162110,1.149672,5.430499,1.830414,2.356123,2.796445,2.866441,3.001107,3.696493,2.197630,3.159784,zero 
5.866213,9.040239,8.560965,8.270415,9.462614,7.553346,7.853111,9.384662,8.322778,9.439202,1.488657,5.855352,2.030982,2.108749,2.751634,2.793590,3.085195,4.053850,2.446913,3.242318,zero 
6.328087,7.391807,7.224616,7.403106,7.465739,6.702764,5.815230,7.580566,7.542194,7.420580,1.561500,5.083942,2.007825,2.247952,2.759414,2.501588,2.222904,3.891994,2.098493,3.161569,zero 
5.483258,8.492322,9.020439,8.521684,9.157161,7.541753,8.702415,9.211040,8.471964,8.945892,1.428400,6.879201,2.243070,2.472378,2.477157,3.036739,3.000015,2.985581,2.252380,2.663011,zero 
6.077677,8.466188,8.161067,8.115010,9.080265,7.777093,7.566280,8.617464,8.354928,8.786336,1.447608,6.161429,1.912653,1.903849,2.819635,2.150882,3.401556,3.751841,2.152364,3.176890,zero 
6.369049,7.822311,8.207025,8.290580,8.222010,6.888785,7.376683,7.940758,8.323850,8.267471,1.172055,5.616700,1.490109,1.696801,2.819623,2.861761,3.249273,4.338682,1.804738,3.331259,zero 
6.689551,8.042864,7.416743,7.695283,7.904255,6.766127,6.963565,7.957612,7.538012,7.989157,1.585621,5.155958,1.691502,1.726871,2.525249,2.887371,3.005199,3.798404,1.801825,3.301628,zero 
7.090214,8.742223,8.734211,7.745024,8.850323,7.371670,7.769993,8.806062,7.582244,8.280500,1.443959,5.322496,2.000766,1.670504,2.353042,2.384401,2.646532,2.815466,1.655666,2.496946,zero 
7.256523,6.328099,8.493448,8.424098,8.123211,7.226792,8.072896,8.034288,8.884725,8.200857,1.587551,7.066307,3.265560,4.074434,3.111186,3.412724,3.388970,4.187212,3.175056,4.117577,zero 
7.312069,8.811584,8.955453,9.514280,10.372123,8.747051,9.036149,10.049255,9.509548,10.177702,1.670559,7.309031,3.318308,4.039757,3.472801,3.564699,3.368520,4.487907,3.612515,4.158321,zero 
8.027082,7.619454,8.816722,8.844716,9.154263,8.821088,10.020071,8.334122,9.209229,8.875142,1.891900,7.390817,3.316726,3.976207,4.485186,3.441134,2.751210,5.218586,3.442072,4.802017,zero 
6.511124,7.401088,8.709621,8.395483,8.526934,7.155336,7.984707,7.821952,8.597848,8.293946,1.379294,6.162773,1.980747,2.434539,3.032284,2.940700,3.376911,4.688499,2.557147,3.596741,zero 
5.506927,8.927250,9.111365,8.407553,9.518593,7.478717,8.227476,9.345625,8.527492,9.434002,1.366304,6.163433,1.846095,2.309011,2.936200,2.733038,3.082715,4.225501,2.572452,3.115436,zero 
5.963641,8.366443,8.819722,8.981624,9.805210,8.245910,8.691982,9.254113,8.934876,9.589228,1.193945,6.885288,1.805879,2.521590,2.793366,2.618584,3.284939,4.435951,2.861176,3.384933,zero 
6.981091,7.408532,8.357922,7.206056,9.206860,6.982315,7.592874,8.717766,7.193490,8.477241,1.873811,5.026634,2.149275,2.157790,2.444797,2.626743,3.717993,3.253089,2.187865,3.146258,zero 
6.843669,8.866678,8.256033,8.410329,8.719081,7.223946,7.573594,8.394904,8.055174,8.368754,1.316548,4.820947,1.625522,1.885737,2.382242,2.688029,2.876182,4.107720,1.647289,3.475706,zero 
6.383472,8.823410,9.216770,8.257473,8.615317,7.148707,7.780311,8.951483,8.301514,8.250899,1.914971,5.749425,2.831508,3.101157,3.676504,2.936898,4.419259,3.454965,2.672621,3.841454,zero 
6.110689,7.353329,8.833344,9.120142,9.308589,7.954393,8.290523,8.679242,8.413907,8.733101,1.291280,7.107409,1.837481,2.593595,2.790119,2.704426,2.900085,3.800152,3.928734,3.415565,zero 
7.879553,7.523514,8.543671,9.661053,8.338728,8.402690,7.975867,8.117908,8.705689,7.575798,2.381865,7.072178,3.132387,4.034061,3.240681,4.109751,3.104337,3.643725,4.082741,4.438238,zero 
7.332684,9.842607,10.681356,10.436382,11.185813,9.704143,10.805875,10.257996,10.163375,10.765699,1.783708,7.860291,2.647218,3.009233,3.643677,2.874485,4.088674,4.966348,3.602797,4.141420,zero 
7.107071,6.823001,8.678089,9.681699,8.540462,8.680693,7.876081,8.404055,9.070184,8.732962,1.907672,7.349172,3.070751,3.089169,2.879171,2.440183,2.760420,2.856235,3.119158,3.105436,zero 
8.405931,7.811641,8.308735,8.329528,9.475836,8.376042,9.508559,8.771326,8.858271,9.489150,1.762886,6.608273,3.239133,3.743976,4.310909,3.368984,2.910855,5.485016,3.624952,4.743137,zero 
6.159641,7.986074,9.405536,9.603119,9.762093,8.635029,9.255839,9.235777,9.445707,9.545975,1.993854,7.858555,2.953653,3.765448,3.161643,3.207064,2.735142,3.692908,3.346584,3.236541,zero 
6.216904,7.891822,8.203255,8.253221,8.021547,7.064399,7.472439,8.361389,8.213129,8.430583,1.294015,5.892614,1.810027,1.927244,2.704747,2.923625,2.575369,3.893371,1.941691,3.363386,zero 
7.365956,7.722800,7.763970,7.295360,7.795730,6.466780,7.167309,7.402631,6.936603,7.203683,1.806972,4.555333,2.224366,2.158745,2.469854,2.984914,3.282015,2.959062,1.973995,3.015397,zero 
7.213802,10.216772,10.558777,10.519055,10.637289,9.775573,10.174414,10.562297,10.280958,10.557820,2.086539,7.833370,2.522273,2.670432,3.290292,2.736550,3.367726,3.738512,3.267409,3.455187,zero 
6.619192,9.924226,10.572251,10.725174,11.199015,9.667274,10.314502,10.584345,10.265557,10.887955,1.831997,7.850889,2.328737,2.695726,2.651768,2.805429,3.068789,4.574800,3.129888,3.641194,zero 
5.956213,7.417278,7.253416,6.994076,7.219508,6.514027,6.898543,7.367912,7.301796,7.211215,1.278893,5.441010,1.652630,1.687940,2.684842,2.285140,2.758857,3.284592,1.714369,2.682931,zero 
7.639929,8.909316,10.203117,9.837958,10.814718,9.165165,10.496070,10.370200,9.576162,10.910676,1.753014,7.896265,2.644772,3.208241,3.245892,3.288833,3.924713,4.522783,3.994862,3.138815,zero 
6.830062,9.336770,9.969606,10.096380,10.509990,9.246623,10.007761,9.579011,9.522405,10.289867,1.597993,7.740933,2.599685,2.425100,3.065269,2.482995,3.486915,3.965443,3.762621,3.027661,zero 
7.310480,7.699485,8.214100,8.173775,9.579579,8.668950,9.865597,8.791922,8.601837,9.509320,1.527165,6.822288,2.921820,3.340180,3.311830,2.870065,2.915309,4.504102,3.402150,3.611842,zero 
6.717133,8.339768,9.087923,10.078784,9.858207,9.049985,8.987990,9.369432,9.033848,9.527375,2.126286,7.374333,2.962542,2.996638,2.791272,2.842833,3.197503,3.206222,3.881508,3.037779,zero 
