p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
6.81635,8.846767,9.836849,9.523844,9.918976,8.918687,9.945304,9.942568,9.528752,9.063408,2.830143,6.128846,3.047044,3.177434,3.338839,3.043154,3.444013,3.81168,3.083755,3.148995,zero 
6.948186,8.134896,8.931103,8.569504,8.78251,7.990354,8.864942,9.186216,8.730199,8.330051,2.923965,5.687134,3.079204,3.085252,3.446797,3.173095,3.892934,3.763899,2.938327,3.347116,zero 
7.097969,7.610195,7.522911,7.36386,7.378149,6.615512,6.793256,7.302525,7.143044,6.623169,2.172446,3.888158,2.122682,1.982183,2.479828,2.59166,2.831786,3.198546,2.030346,2.883282,zero 
6.792693,8.60592,9.338708,9.178458,9.442462,8.431192,9.08145,9.312646,9.180723,8.558022,2.728417,5.675705,2.953921,3.191194,3.29599,2.989824,3.042628,4.27193,3.137265,3.580425,zero 
6.41341,7.163472,8.281497,8.416245,8.703237,8.074023,8.654316,8.105612,8.327402,7.46362,2.745954,5.820748,3.20798,3.29487,3.448198,2.895967,2.632482,4.008555,3.678676,3.908125,zero 
5.888326,7.770488,8.991383,8.864909,8.774186,8.060646,8.890875,8.792636,8.733805,7.974699,2.787832,5.875076,2.633375,2.552248,3.356846,2.758321,2.81771,3.650283,3.00432,3.070651,zero 
7.120276,8.158777,9.264057,9.254509,9.288716,8.538671,9.53485,9.406507,9.208116,8.516349,2.862837,6.168045,3.111698,3.211417,3.702851,3.137558,3.032643,4.193296,3.21604,3.814134,zero 
7.456672,6.838848,7.698954,8.123182,7.956237,7.672268,8.087698,8.164839,8.229032,7.632513,3.101284,5.501901,3.48492,3.071133,3.506235,3.175395,3.600672,4.045122,3.087346,3.537259,zero 
6.937956,7.931308,8.266328,8.74401,8.875432,8.350455,8.659675,8.8718,8.815855,8.238494,2.912644,5.446456,3.0112,2.833657,3.421152,2.85803,2.834337,4.165905,3.23058,3.850147,zero 
7.121311,8.632526,9.611164,9.417531,9.572613,8.788857,9.944199,9.306401,9.129634,8.41691,3.002058,5.960192,3.038009,3.112506,3.67654,2.959415,3.303354,4.445125,3.275549,4.169766,zero 
7.156616,8.485473,9.569539,9.42068,9.506187,8.676582,9.93493,9.468692,9.1312,8.465995,2.755251,5.96903,3.051901,3.160595,3.611387,2.937019,3.108539,4.28589,3.203324,3.930874,zero 
6.30102,8.218086,9.169844,8.890957,8.884191,7.856575,8.704713,8.884677,8.820239,8.14063,2.581491,5.399403,2.391016,2.410125,3.055603,2.863138,3.093192,4.201363,2.829729,3.375837,zero 
6.136784,7.778371,8.203488,8.06487,7.923331,6.932435,7.449508,8.030659,7.997413,7.344513,2.517864,4.750985,2.334717,2.350683,2.836956,2.934943,2.909474,3.64673,2.602542,3.285769,zero 
6.701136,8.127399,8.984825,8.905295,9.144647,8.257855,9.28692,9.022505,8.836922,8.114798,2.757891,5.848641,3.024414,3.117191,3.52013,3.0449,2.830822,4.050815,3.199188,3.891295,zero 
6.128947,8.611657,8.96535,8.89161,8.87857,7.873458,8.345488,8.935576,8.597274,8.05157,2.659689,5.179583,2.566797,2.302162,2.821238,2.763014,2.741794,3.824116,2.748639,3.33281,zero 
6.733951,8.451397,9.307901,9.096046,9.408815,8.509846,9.506868,9.270359,9.080447,8.302232,2.764049,5.943922,3.238078,3.372932,3.524525,3.131654,3.028393,4.2815,3.388368,4.059611,zero 
6.063937,7.5081,8.472217,8.346636,8.448557,7.44672,7.969438,8.043341,8.24412,7.594847,2.58347,5.324493,2.572014,2.566433,3.020985,2.935447,3.10148,4.016759,3.182292,3.41619,zero 
6.331274,7.624254,8.741129,8.534998,8.72686,7.732414,8.746509,8.510426,8.482412,7.755055,2.820785,5.843479,3.459443,3.549175,3.69902,3.208053,2.961552,4.06604,3.659558,3.992323,zero 
7.01937,8.049835,8.723233,8.042381,8.706065,7.661837,8.683956,8.757948,8.462432,7.761419,2.869721,5.410465,3.186493,3.379346,3.858153,3.384646,3.662096,4.165349,3.363518,4.421153,zero 
6.919618,7.402196,7.326843,7.346434,7.069517,6.664923,6.618643,7.054948,7.382451,6.322465,2.400926,4.060622,2.10192,2.052441,2.72794,2.581951,2.649679,3.319491,2.380334,3.059089,zero 
6.227371,8.718245,8.99456,9.080605,9.312533,8.311542,8.515461,9.317569,9.098901,8.66714,2.819903,5.369163,2.453097,2.359675,2.699341,2.729967,2.856398,3.733065,2.614191,2.841691,zero 
6.517402,7.807975,8.111105,8.051921,8.178866,7.235567,7.549055,7.949857,8.097321,7.387134,2.49494,4.564234,2.223436,2.062199,2.621901,2.726524,2.877883,3.426665,2.422222,3.050293,zero 
6.74794,6.850266,7.960837,8.303401,7.968943,7.165358,7.618692,7.77768,8.240396,7.210334,2.694064,5.3628,3.00844,3.123134,2.991491,3.01016,3.152063,3.554408,2.955639,3.436215,zero 
6.808698,7.987496,8.658964,8.92971,9.062274,8.086663,8.230864,8.855826,9.028449,8.388947,2.855718,5.501359,2.407235,2.502761,3.016346,3.144252,3.454263,3.995798,2.793769,3.440931,zero 
6.248541,8.313113,8.925009,8.834749,9.392842,8.405988,8.596586,9.229256,9.027006,8.575729,2.886091,5.561345,2.524946,2.577981,3.101631,2.678181,3.442328,3.806967,3.026484,3.316278,zero 
6.907364,7.462347,8.490339,8.111978,8.276305,7.399941,8.172702,8.129748,8.102349,7.495733,2.742879,5.192226,3.097104,3.24963,3.473619,3.175024,3.736607,3.905695,3.338197,3.630019,zero 
6.316021,7.926546,8.249359,8.480962,8.466284,7.766848,7.91818,8.601557,8.488914,7.968223,2.827922,5.149414,2.579668,2.551413,3.239825,2.908021,2.886259,3.850653,3.040642,3.400377,zero 
6.306556,8.103817,8.673314,8.852352,8.798438,7.729293,7.924679,8.63227,8.794093,8.153093,2.654866,5.007433,2.261058,2.222056,2.736765,2.804801,3.045819,3.856641,2.739855,3.224689,zero 
6.437142,7.894755,8.217864,8.577586,8.433438,7.454032,7.494674,8.09152,8.277369,7.639792,2.754566,4.788737,2.17239,2.129959,2.739309,2.870138,2.804156,3.804432,2.944551,3.343462,zero 
6.633035,7.944988,8.947862,8.751848,8.895467,7.836456,8.32337,8.477394,8.708462,8.083105,2.892936,5.332623,2.61492,2.646726,3.249896,3.065718,3.480716,4.242184,3.315158,3.610338,zero 
8.476768,9.809648,10.023437,10.209758,10.520183,10.183441,9.866014,10.346464,10.310632,9.55874,3.671092,6.394383,3.054886,2.657525,3.232451,2.723852,3.06624,3.938627,3.252163,3.442702,zero 
6.397785,8.196019,8.610273,8.550835,8.828089,7.710994,8.317938,8.750774,8.470076,7.9883,2.747915,4.825641,2.527956,2.405064,3.133777,2.754472,2.951345,3.984539,2.872346,3.401504,zero 
7.069177,8.225911,9.376154,9.739314,9.615023,8.508661,8.667048,9.251201,9.447121,8.678619,3.165173,6.075795,2.863243,3.196216,3.092804,3.322651,3.427403,4.528339,3.664009,4.002632,zero 
7.179688,8.479697,9.638121,10.059651,9.850048,8.888596,8.965622,9.305531,9.567027,8.885734,3.399645,6.288919,2.944832,3.075285,3.392346,3.341416,3.533116,4.767915,3.880353,4.152305,zero 
7.059069,8.221676,8.873522,8.61588,8.765999,7.887863,8.892349,8.750185,8.422871,7.828759,2.797172,5.224082,3.065402,2.915699,3.560617,2.954478,3.384203,4.102093,3.005678,3.708965,zero 
7.457352,8.026899,9.098447,8.809719,9.590077,8.808581,9.586475,9.572495,9.487307,9.012948,3.209238,6.612627,3.560679,3.697427,3.714199,3.450979,3.657967,4.179862,3.389692,3.843192,zero 
6.934374,7.658281,8.35041,8.531423,9.036173,8.443228,8.988225,8.605916,8.873977,8.344192,3.067593,5.684251,3.015528,2.846604,3.494793,2.85651,2.656203,3.983718,3.351829,3.657671,zero 
5.711331,7.981023,8.246874,8.201547,8.458592,7.650562,8.015739,8.23099,8.133477,7.560948,2.698393,5.059571,2.414566,2.220758,2.914322,2.588874,2.815799,3.641958,2.718937,3.248994,zero 
6.065919,7.893919,8.817149,8.687101,9.020097,8.053577,8.829258,8.912818,8.766765,8.287279,2.913073,5.897157,2.915417,3.137493,3.238199,2.997339,2.898096,4.010756,3.057762,3.231099,zero 
6.821293,8.00703,8.450735,8.228568,8.299683,7.634745,8.584964,8.114988,8.04045,7.368729,2.930291,5.371834,3.309311,3.203329,3.716536,3.026666,3.089351,4.034195,3.230701,3.80158,zero 
6.510528,8.114438,8.284737,7.893909,8.187366,7.396218,7.836894,8.017637,7.715927,7.135473,2.613573,4.934939,2.616187,2.123817,2.688199,2.492693,3.117704,3.031903,2.310353,2.916937,zero 
7.581204,7.929367,8.678902,8.597975,8.816157,8.413715,9.074277,8.188949,8.409291,7.653212,2.974602,5.5659,3.132246,2.861971,3.460356,2.664188,3.717301,4.257776,3.067716,3.919106,zero 
7.334944,7.476008,7.126477,7.646706,7.429208,6.829979,6.395072,6.893042,7.247664,6.49207,2.635189,3.978346,2.246655,2.164072,2.502482,2.738,2.850021,3.344592,2.519016,3.162753,zero 
6.471112,7.926856,7.695169,7.787645,7.896424,6.749369,6.501078,7.613989,7.433776,6.933074,2.454796,4.101977,2.207203,2.000954,2.280957,2.711362,2.73124,3.094745,2.27542,2.945294,zero 
6.759118,7.552639,7.335274,7.051512,6.958146,6.27193,6.523383,6.598355,6.78072,5.876417,2.226437,3.831263,2.273282,1.927902,2.383745,2.598861,3.07553,2.79848,1.869185,2.450669,zero 
7.487588,7.473232,7.380028,7.226849,7.396416,6.676098,6.431877,7.038181,7.032928,6.364568,2.43421,3.810519,2.28027,2.029266,2.451434,2.344519,2.613789,2.989846,2.203315,2.871796,zero 
7.924272,8.134431,8.795732,9.512562,9.023399,9.001103,8.310737,8.61108,9.215224,8.026961,3.215814,5.865134,2.894158,2.459173,2.851578,2.400236,2.94831,3.202471,2.695663,3.432657,zero 
6.335187,7.479639,7.989411,7.849568,8.022043,7.243661,7.930896,7.790632,7.772073,7.176342,2.873895,4.909943,2.938587,2.669726,3.373649,2.976976,3.230389,3.931871,3.096903,3.613217,zero 
6.780893,7.5817,8.16468,7.692516,8.05773,7.257229,8.204573,7.856699,7.686778,7.239936,2.488602,4.619327,2.637741,2.439924,2.97865,2.743431,3.343385,3.419649,2.802445,2.958833,zero 
6.243228,7.61777,7.643204,7.411935,7.875894,7.144794,7.567653,7.575451,7.568633,6.944439,2.418988,4.348184,2.465362,2.006874,2.861631,2.289556,2.654366,3.257281,2.569164,2.992587,zero 
6.669619,6.461918,6.622363,6.450217,6.842694,6.281985,6.559044,6.387741,6.85114,6.258484,2.643859,3.863624,2.229291,2.105743,2.983507,2.54882,2.609887,3.427571,2.725684,3.23146,zero 
6.188884,6.67222,6.974898,6.837603,6.859716,6.05684,6.448451,6.955686,6.84029,6.339303,2.1559,4.093454,2.30269,2.006041,2.527231,2.564227,2.704998,3.016284,2.267768,2.730953,zero 
5.837116,7.236491,7.46301,7.373621,7.509367,6.413041,6.833319,7.246496,7.181146,6.602484,2.1626,3.984723,2.074532,1.930839,2.523359,2.446615,2.670461,3.187631,2.323142,2.856839,zero 
5.801837,7.210524,7.518079,7.236251,7.601165,6.439362,6.892917,7.40598,7.256601,6.85865,2.243677,4.099621,2.217853,2.035199,2.727141,2.582879,2.695009,3.31779,2.421214,2.929661,zero 
5.695423,8.018166,8.30703,7.988644,8.203349,7.172305,7.834865,8.280702,7.789898,7.392868,2.443892,4.585897,2.226239,1.913958,2.553001,2.554823,2.81348,3.040654,2.186601,2.583095,zero 
5.805619,7.686933,7.71286,7.426418,7.848357,6.995973,7.347647,7.740078,7.47448,6.961545,2.438855,4.46434,2.356341,2.015407,2.687305,2.383764,2.72957,3.146136,2.482787,2.910351,zero 
6.617014,7.043555,6.985305,6.708077,7.098543,6.378066,6.7143,6.877026,6.879833,6.284875,2.243769,3.881573,2.262151,2.004727,2.541539,2.397557,2.831233,2.983168,2.219147,2.68906,zero 
7.208491,7.359853,8.263083,8.928962,8.715709,8.345757,7.899913,8.171067,8.546323,7.76133,3.000906,5.684696,3.004188,2.568992,2.654057,2.494458,2.979999,2.850543,3.095758,2.946883,zero 
6.999883,7.680145,8.562296,8.552654,8.215313,7.570361,8.367175,8.32449,8.152626,7.523519,2.759994,5.34807,3.225738,2.737641,3.167542,2.758976,3.257744,3.58803,2.853676,3.339836,zero 
7.415048,7.864946,8.97949,8.325782,8.31109,7.469275,8.064275,8.350635,8.450425,7.469306,3.135928,5.158318,2.9821,3.026468,3.271982,3.11518,4.136197,3.938331,2.705877,3.775471,zero 
7.259703,7.399684,8.275706,8.166422,7.935689,7.436379,8.303397,7.349865,7.763981,6.633769,2.769403,4.755464,2.874393,2.731683,3.358998,2.928832,3.74012,4.222051,2.972398,3.956349,zero 
7.539995,7.709741,7.156467,7.34599,7.255304,6.89102,6.954193,6.830003,6.949813,6.212105,2.35412,3.286794,2.07829,1.965986,2.462595,2.56751,2.84899,3.240066,2.059413,2.974516,zero 
7.999968,8.842033,9.287465,9.46007,10.064726,9.497223,9.646147,9.956114,9.911996,9.32404,3.33424,6.309124,3.104755,3.09197,3.458329,3.12769,3.05395,4.027944,3.172915,3.850155,zero 
7.248733,7.188033,8.255346,8.637668,8.806842,8.36417,8.425854,8.487376,8.844193,8.141741,3.694016,6.570036,3.759661,3.872119,3.867844,3.606565,3.29281,4.075697,4.063952,4.326924,zero 
7.270504,7.141374,8.310275,9.129528,8.799569,8.482952,8.243356,8.362929,8.699236,7.750618,2.996796,6.197343,3.23796,3.511641,3.024106,3.178117,2.890752,3.174273,3.781647,3.711364,zero 
6.68632,6.809172,8.284773,8.539513,8.306503,7.532811,8.063808,8.147459,8.288182,7.388452,2.675866,5.698385,2.633764,2.940081,2.970178,3.012592,3.057937,3.512826,3.354267,3.537959,zero 
7.328091,7.757903,9.0574,8.93748,9.076423,8.279384,9.178903,8.651013,8.679658,7.880364,2.780768,5.779802,2.772872,2.790552,3.413667,3.17079,3.510765,4.457211,3.562583,4.172017,zero 
7.205448,6.95496,6.972507,6.745727,6.66899,6.213444,6.67478,6.704443,6.827587,6.098411,2.360865,3.832704,2.515537,2.324431,2.57301,2.574441,2.648728,3.116624,2.399296,2.969579,zero 
6.566923,8.096961,8.267585,8.391308,8.74174,7.991407,8.227275,8.741132,8.581947,8.196551,2.740113,5.227823,2.73154,2.579158,2.858815,2.695827,2.873369,3.654145,2.957821,3.113343,zero 
7.010828,7.651632,8.291429,8.231198,8.083508,7.601935,8.502477,8.028236,7.93811,7.269806,2.570693,4.971524,2.923674,2.546823,3.0561,2.632096,3.216738,3.610818,2.879418,3.231366,zero 
6.667898,8.081906,8.53839,8.425969,8.683126,8.161854,8.462242,8.495339,8.405577,7.785733,2.80072,5.302107,2.670143,2.142155,2.765176,2.300003,3.024283,3.11265,2.576728,2.826625,zero 
6.629325,7.953467,8.374458,8.005864,8.499839,7.083962,7.572781,8.3856,7.96474,7.641742,2.842742,4.382636,2.710821,2.9508,2.920246,2.929535,2.967055,3.689226,2.941653,3.357558,zero 
7.443829,8.889106,9.668558,9.322471,9.715253,8.851895,9.869447,9.564445,9.296668,8.725574,3.047294,5.928071,3.115627,3.192408,3.378707,3.306888,3.649102,3.694545,3.07881,3.395838,zero 
7.678887,8.407697,8.886787,9.348683,9.68752,9.249235,9.473626,9.500385,9.452343,8.934742,3.048339,5.946219,2.951704,2.412103,2.884605,2.690842,2.98813,3.918548,2.870737,3.456455,zero 
6.176012,8.343685,8.445237,8.547629,8.938645,8.054695,8.190883,9.068259,8.674893,8.352461,2.781172,5.15996,2.482003,2.199194,2.793914,2.60659,2.912902,3.513446,2.523007,2.99576,zero 
6.140667,8.964683,9.184279,9.306459,9.668279,8.739032,8.958027,9.705128,9.249214,8.867125,2.925797,5.686488,2.551853,2.29064,2.702202,2.533348,2.790093,3.313396,2.631297,2.790332,zero 
6.116975,7.875824,8.380481,8.41816,8.512476,7.839769,8.49524,8.544544,8.169593,7.64234,2.603482,5.151029,2.606165,2.13157,2.725276,2.380666,2.699623,3.020694,2.432035,2.597431,zero 
5.97747,8.449594,8.802161,8.929909,9.121481,8.547416,8.669435,9.148072,9.03629,8.344493,2.846003,5.857033,2.688362,2.47293,3.006673,2.517402,2.734158,3.370063,2.765529,2.909428,zero 
6.792865,8.668409,8.722182,9.14084,9.293598,8.831081,8.573006,9.395161,9.313385,8.640872,3.25393,5.902163,2.785845,2.625965,3.282861,2.852185,2.841703,3.842703,3.169673,3.675895,zero 
8.097464,8.707414,9.197418,9.558271,10.265946,9.830547,10.024665,10.028486,10.000094,9.395329,3.733562,6.645447,3.180856,3.311022,3.745129,3.180645,3.439846,4.678599,3.845749,4.727308,zero 
7.154464,7.486936,8.21838,8.328164,8.143861,7.959709,8.248501,8.52473,8.400985,7.876834,3.436237,6.138377,2.921608,2.993761,3.243195,3.135307,3.113035,4.03344,3.125942,3.600612,zero 
7.379705,7.292747,8.487541,8.56328,8.804824,8.351061,8.968936,8.164686,8.441428,7.88347,3.082476,6.142816,3.46974,3.333818,3.725051,3.136311,3.586321,4.195067,3.78545,3.82675,zero 
7.713826,8.244854,9.414769,9.816276,9.796198,9.527438,9.734907,9.144248,9.568889,8.854072,3.48149,6.600446,3.476965,3.146316,3.508742,3.006129,3.579456,3.744269,3.263332,3.60263,zero 
7.211406,7.875698,8.58951,8.74529,9.085102,8.577677,9.324789,8.996503,8.87441,8.492175,2.721147,5.600933,2.924922,2.718457,3.134728,2.63338,2.830791,3.901162,2.998219,3.402581,zero 
6.396908,8.745866,8.634602,8.711288,8.966242,7.958322,8.233021,9.168843,8.654486,8.263244,2.698474,4.749876,2.468608,2.409962,2.943723,2.637325,2.621796,3.678811,2.802772,3.359232,zero 
7.585903,9.323978,9.369023,9.822493,9.890938,9.136625,9.090759,9.821254,9.623979,9.035813,3.339258,5.737935,2.975252,3.11232,3.587152,3.125123,2.931966,4.557228,3.606078,4.390793,zero 
7.218169,8.968281,9.68348,9.712333,10.250224,9.304622,9.846649,9.915378,9.583822,9.331734,3.127093,6.256886,2.917702,2.538902,2.881787,2.964559,3.548653,3.789479,3.227185,2.905578,zero 
6.925592,7.35881,7.359916,7.562468,7.638401,6.893372,6.854186,7.38939,7.255101,6.762892,2.394701,4.477908,2.369649,1.979771,2.293195,2.562301,2.89563,2.860573,2.183263,2.497344,zero 
