p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
7.128191,8.171944,8.095319,8.143255,7.979179,7.293381,7.042294,7.699294,7.908204,7.167694,2.666581,4.778416,2.402421,2.258113,2.457466,2.761155,3.04216,3.599354,2.526673,3.364899,zero 
7.423465,7.62645,8.525846,8.306708,8.355347,7.82749,8.209777,8.377946,8.807292,7.947836,2.754988,5.666333,3.07027,3.196796,3.521346,3.199602,3.600279,4.339252,3.000561,3.898118,zero 
6.630137,7.384818,7.685358,7.400227,7.842564,7.44383,7.873264,7.953532,7.900988,7.329591,2.516205,4.999489,2.420662,2.088525,2.610831,2.309207,2.678738,3.185733,2.285509,2.666774,zero 
5.874616,6.879457,7.633593,7.384632,7.413094,6.829694,7.355475,7.249561,7.494992,6.546378,2.22426,4.833339,2.266511,1.880136,2.724209,2.301807,2.648118,3.131596,2.187172,2.757721,zero 
7.059972,7.790968,7.778425,7.43257,7.551161,6.929197,7.041853,7.427098,7.305774,6.48568,2.386118,4.326358,2.447302,1.787205,2.263337,2.124521,2.896812,2.637053,1.869532,2.523216,zero 
6.138934,8.147207,8.482022,8.444259,8.655103,7.819913,8.271674,8.612909,8.348862,7.790338,2.636146,5.021569,2.295423,1.962233,2.676125,2.440092,2.60816,3.409969,2.373117,2.680108,zero 
5.700536,8.314307,8.58779,8.67259,9.217407,8.223397,8.592683,8.931082,8.569421,8.25183,2.604519,5.309758,2.366783,2.007994,2.488468,2.373894,2.581074,3.354921,2.585324,2.498419,zero 
5.725678,8.405861,8.850778,8.94659,9.387826,8.363721,8.783468,8.955837,8.836894,8.423541,2.678347,5.577521,2.469085,2.076397,2.483557,2.478556,2.83079,3.685059,2.743241,2.639935,zero 
7.491556,9.362444,10.253519,10.001694,10.647945,9.471865,10.310186,10.221894,10.057063,9.519842,3.007437,6.22677,3.056274,3.021177,3.234762,3.146227,3.89299,4.268087,3.237567,3.601613,zero 
8.334976,8.514715,9.451381,9.254356,9.414463,8.820176,9.823443,9.040833,9.324815,8.371434,2.85833,5.846157,3.28629,3.309055,3.831684,3.126167,4.038379,4.753508,3.17477,4.357923,zero 
7.683451,7.46845,7.841493,7.996577,7.914831,7.580565,7.906827,7.685356,7.882801,6.965437,2.810745,5.074372,3.493722,2.813547,3.396995,2.921158,3.766618,3.983539,2.906331,3.627943,zero 
6.421296,7.946035,8.157691,7.932665,8.334339,7.734264,8.232183,8.056473,7.910442,7.37757,2.564555,5.133826,2.631618,1.997242,2.510729,2.420829,3.10422,3.06571,2.419276,2.420848,zero 
5.76636,8.03303,8.213521,8.315502,8.837903,7.985959,8.41726,8.74596,8.399245,8.105731,2.684637,5.263101,2.538259,2.157641,2.607526,2.436856,2.647158,3.308906,2.52257,2.500431,zero 
6.270296,7.971287,8.598981,8.623914,9.155162,8.571703,8.888579,8.941781,8.739552,8.331293,2.912259,5.87001,2.873631,2.269387,2.703268,2.449749,3.071269,3.121757,2.675958,2.689077,zero 
6.840803,7.549662,8.231831,8.619187,8.605827,8.299331,8.728703,8.457013,8.732652,8.168367,3.012153,5.687231,2.890424,2.4917,3.243152,2.840828,2.890246,4.037969,3.007137,3.490186,zero 
6.178317,7.857754,8.351318,8.026171,8.200957,7.58701,8.269228,7.87366,8.006842,7.316992,2.620041,5.17574,2.513774,1.90625,2.623179,2.393075,3.193964,3.483268,2.309674,2.661896,zero 
6.995116,8.585373,7.915897,7.898504,7.961259,7.3911,7.435857,7.621608,7.658969,6.850602,2.544135,4.122328,2.299854,1.92548,2.409603,2.447489,2.995134,3.313841,2.193867,2.851756,zero 
7.067823,8.947607,8.660043,8.788074,8.728809,7.923234,8.316677,8.527643,8.448414,7.78971,2.686444,4.663008,2.333148,2.022511,2.61723,2.823796,3.002816,3.714026,2.416625,3.267469,zero 
7.297587,7.220483,7.49128,7.65767,7.793742,7.488607,7.949266,7.786485,7.897596,7.231453,2.537554,4.554135,2.759186,2.329905,2.967062,2.624002,2.858052,3.596169,2.596258,3.390391,zero 
7.928212,8.723023,8.482659,8.251463,8.447184,7.912042,8.117672,8.363961,7.857615,7.441856,2.777026,4.195046,2.338861,2.061544,2.263143,2.542386,3.030794,3.096656,2.17351,2.869822,zero 
8.287305,8.609644,8.241567,7.996724,8.401157,7.955562,7.817368,8.360266,7.686962,7.27633,2.689684,3.847583,2.073343,1.875093,2.089105,2.199942,2.917548,3.048147,2.092237,2.707729,zero 
6.55072,8.785913,9.022555,8.68454,9.138021,8.301901,8.461374,8.846258,8.669979,8.099533,2.754085,5.147358,2.421265,1.948308,2.579265,2.307806,3.142513,3.569621,2.483297,3.061136,zero 
6.530866,7.820749,8.511059,8.028265,8.141335,7.176339,7.864885,8.161793,8.106934,7.449294,2.71387,4.80266,2.600003,2.083934,2.586561,2.879106,3.597431,3.325311,2.246354,2.921425,zero 
6.803968,7.774383,8.103105,8.384909,7.95257,7.298235,7.499607,7.664833,8.167913,7.244017,2.663257,4.747586,2.301763,1.951459,2.582664,2.897267,3.146417,3.65823,2.465597,3.249109,zero 
6.0594,8.103313,8.797499,8.512497,8.854237,7.839053,8.548191,8.880539,8.546689,8.049002,2.715376,5.448143,2.481618,2.344295,2.669038,2.694617,3.219257,3.234625,2.489914,2.672155,zero 
6.140726,7.793655,7.836378,7.702494,7.970201,7.104349,7.213796,7.749483,7.539973,6.962193,2.386469,4.482519,2.242701,1.838655,2.346482,2.233147,2.563213,3.154534,2.14665,2.691398,zero 
6.212126,7.447534,7.569736,7.414937,7.748351,6.821938,7.1088,7.724965,7.438015,7.003874,2.393207,4.38775,2.22465,2.022097,2.419603,2.361971,2.491652,3.107471,2.192278,2.486168,zero 
6.438991,8.285071,9.097279,9.10461,9.553954,8.334643,9.07248,9.328034,8.984898,8.664224,2.973995,5.543451,2.655704,2.578243,2.776156,2.807533,2.841724,3.714475,3.049073,2.928169,zero 
7.193046,8.115917,8.621196,8.717338,9.259321,8.783674,9.525275,9.005546,8.845267,8.535417,2.826151,5.628126,2.741846,2.278044,2.959277,2.374317,2.79232,3.959111,3.017253,3.154834,zero 
7.087359,7.230377,7.330424,7.131452,7.355035,6.70299,7.036572,7.267281,7.204757,6.574865,2.55024,4.408421,2.861719,2.263682,2.856098,2.532655,2.810013,3.386309,2.466556,3.094139,zero 
6.523051,7.519704,7.855364,7.539349,7.652572,6.660585,7.111649,7.703171,7.511298,6.918669,2.267408,4.276337,2.368864,2.030502,2.547186,2.604857,3.082141,3.08971,2.038042,2.757605,zero 
6.721578,8.359087,8.244572,8.177119,8.509826,7.622193,7.674281,8.163793,8.12165,7.461492,2.465349,4.56348,2.212872,1.891374,2.498108,2.419086,2.969399,3.437941,2.20925,2.998333,zero 
7.025636,8.292436,9.110703,9.115333,9.118976,8.420351,9.343355,8.788735,8.725396,8.067642,2.796687,5.555599,2.93586,2.543448,3.052237,2.703164,3.337355,3.965178,2.79149,3.229982,zero 
8.090662,8.215001,9.055983,8.832493,8.852654,8.475645,9.717399,8.895235,8.92797,8.141492,3.199869,6.156494,3.724188,3.842277,4.494502,3.600676,3.818313,4.9712,3.741583,4.727069,zero 
6.570696,8.083914,8.169606,7.940631,8.112718,7.189276,7.48525,8.040144,7.887059,7.250137,2.467309,4.614192,2.281508,2.075768,2.686296,2.635151,2.777874,3.393156,2.254813,3.082091,zero 
6.756621,7.990334,7.838241,7.938883,8.005749,7.319103,7.411687,7.652158,7.865183,7.015286,2.360944,4.339376,1.992372,1.798595,2.507598,2.42146,2.892035,3.409975,2.109702,3.040642,zero 
7.570892,6.909782,6.578512,6.496916,6.800106,6.224241,6.193991,6.329465,6.467484,5.763039,2.086886,2.850837,2.073572,1.99515,2.174303,2.401308,2.769392,2.958248,1.849878,2.76289,zero 
6.413662,7.241472,7.353748,7.033705,7.548738,6.635771,7.032758,7.351784,7.204566,6.738613,2.319278,4.20478,2.500741,2.28808,2.68056,2.544459,2.896464,3.336424,2.410985,2.818875,zero 
7.401116,8.42627,9.586011,8.898351,9.267377,8.125989,8.995928,9.242391,9.234165,8.382667,3.039539,5.980893,3.479878,3.807809,3.874273,3.664242,3.930058,4.53177,3.542378,4.213274,zero 
7.504711,7.099207,8.27124,8.326052,8.400233,7.720144,8.268128,8.342663,8.605012,7.736966,3.130093,5.39658,2.699883,3.18432,3.553392,3.516534,3.433145,3.821705,3.1365,3.938889,zero 
7.246001,7.178049,8.2277,8.836842,8.639875,7.792748,7.875582,8.512393,8.540776,7.904721,2.813713,5.378425,2.497447,2.875071,2.714424,3.117524,3.060013,3.737859,3.305506,3.433042,zero 
7.131636,7.78328,7.901524,7.971958,8.220357,7.249118,7.394308,7.957034,7.681356,7.287153,2.482529,4.33159,2.082165,1.976568,2.265593,2.584413,2.738786,3.314636,2.267241,3.020851,zero 
7.382163,8.363607,8.74008,8.933685,9.608411,8.959709,9.140791,9.518259,9.315899,9.059401,3.191914,5.986839,2.910914,2.561411,2.88701,2.908538,3.163283,3.819543,3.02709,3.176253,zero 
7.223911,9.230528,9.953596,10.10355,10.576172,9.512262,9.679479,10.38229,10.123445,9.648252,3.360526,6.387559,2.886247,2.922756,3.44891,3.113733,3.546469,4.510914,3.598878,3.965773,zero 
6.457527,8.13216,8.76298,9.286368,9.233141,8.343873,8.213391,8.976946,9.138595,8.447309,3.180335,5.874739,2.66484,2.587961,2.970056,2.945378,2.947704,4.113218,3.155196,3.556969,zero 
6.9073,8.17882,9.007817,9.427139,9.568335,8.647389,8.579938,9.421186,9.253521,8.69033,3.25514,5.999536,2.748737,2.644806,2.931794,2.857581,3.365983,3.99501,3.439323,3.636524,zero 
7.371775,8.568875,8.483387,8.273175,8.524676,7.570587,7.684547,8.538342,7.879636,7.450807,2.740028,4.719617,2.511744,2.163336,2.410328,2.666693,3.184721,3.005347,2.386662,2.932167,zero 
8.865594,8.755174,9.297154,9.798185,9.569363,9.036301,9.021447,9.62324,9.552035,8.77621,3.502656,5.816699,2.714867,2.907675,3.31288,3.595946,3.787677,4.468011,3.322453,4.353837,zero 
7.642891,7.871198,9.160758,9.802461,9.313047,8.65202,8.723041,9.317803,9.507241,8.720107,3.118787,6.115188,2.658337,2.871825,2.681327,3.232264,3.133131,3.673867,3.205826,3.236047,zero 
5.911689,8.29829,9.045476,9.157901,9.35475,8.449852,8.727026,9.113986,8.914023,8.451541,2.895184,5.726488,2.69251,2.477728,2.649584,2.661877,2.973841,3.68613,2.871862,2.931373,zero 
6.650169,7.810246,8.509585,8.333058,8.44679,8.057778,8.491902,8.21015,8.366598,7.515309,2.570829,5.334081,2.53602,2.022509,2.757132,2.259004,3.423881,3.567767,2.474651,3.038806,zero 
7.627393,8.299201,9.151314,9.781497,9.707367,9.322198,8.950282,8.991151,9.487093,8.390172,3.240432,6.275737,2.878934,2.738765,2.858213,2.573134,3.138458,3.466944,3.261063,3.814062,zero 
7.459457,8.600284,9.764318,9.977525,10.011724,9.024669,9.185833,9.616384,9.787882,9.04876,3.226024,6.477638,3.068328,3.34918,3.601394,3.446826,3.987463,4.342771,3.693242,4.030472,zero 
6.715039,8.231969,9.41645,9.373954,9.439449,8.553861,8.938756,9.169947,9.348706,8.454555,3.021678,6.225963,2.886937,3.083873,3.440266,3.070054,3.511684,3.832653,3.280067,3.899374,zero 
7.186896,7.589635,8.570843,8.657191,9.119505,8.425758,9.138412,9.046046,8.974198,8.550518,2.872348,5.851108,3.100141,3.0984,3.206153,2.904335,2.815707,3.943815,3.188727,3.523957,zero 
7.106344,7.478909,8.781577,9.184583,9.244182,8.377464,8.616413,9.014845,9.008866,8.2167,3.008943,6.04493,3.10188,3.325088,3.041159,3.231704,2.693824,3.677062,3.686656,3.831936,zero 
6.753018,7.865186,8.987998,9.551425,9.409578,8.536033,8.572675,9.084212,9.297331,8.593292,3.069477,6.221281,2.650844,2.812961,2.921318,3.139188,3.152196,4.030444,3.40985,3.312779,zero 
6.700841,7.403649,8.709476,8.867402,8.804324,7.878185,8.147174,8.680582,8.826248,8.042663,2.813645,5.826599,2.676525,3.141474,3.345607,3.239006,3.664705,4.093633,3.421852,3.827543,zero 
6.857695,8.188997,9.368028,8.83597,9.221918,7.978978,8.829646,9.173365,9.090833,8.432601,2.953775,5.976685,3.341696,3.66515,3.595318,3.429137,4.003489,4.068007,3.321433,3.71672,zero 
7.123283,7.9256,9.222061,9.655017,9.759045,8.68206,8.875997,9.230392,9.209486,8.635571,3.014457,6.136811,2.965528,3.11882,2.880381,3.146748,3.33239,3.912603,3.991186,3.729653,zero 
7.972803,9.511944,10.218294,10.507494,11.121379,10.36193,10.770784,10.897297,10.626288,10.013761,3.321644,7.086435,3.508219,3.66259,3.302502,3.10817,2.869285,4.112218,3.648264,3.982534,zero 
7.189974,8.268919,8.933085,9.336261,9.831661,9.36782,9.564774,9.490542,9.493773,8.955483,3.159927,6.314045,3.032447,2.715655,2.912525,2.575912,2.765223,3.703727,3.111174,3.123072,zero 
6.803575,7.859916,8.901792,9.52893,9.52487,8.60098,8.605919,9.287649,9.234202,8.664395,3.320695,6.399469,3.007315,3.163887,3.175674,3.299109,3.381377,3.9938,3.66532,3.632864,zero 
7.326939,8.273341,9.3276,9.733585,9.70753,8.614307,8.741222,9.300538,9.541031,8.877406,3.450723,6.200951,3.050501,3.445597,3.407957,3.510791,3.549539,4.55992,3.834395,4.117232,zero 
6.879601,8.353923,9.691397,9.507835,9.675148,8.73911,9.154316,9.509606,9.542021,8.740455,3.302035,6.359635,2.929726,3.150817,3.566285,3.168957,3.82462,4.178101,3.529543,4.140289,zero 
7.722903,9.213609,10.123922,10.156515,10.469735,10.044147,10.420359,9.918115,10.193402,9.247612,3.346749,6.721048,3.182513,3.309677,3.523355,2.847157,3.270951,4.20038,3.08886,3.998738,zero 
7.026006,8.98473,9.676502,9.918491,10.015663,9.037755,9.051652,9.717209,9.833375,9.099965,3.120883,6.121472,2.763293,2.88977,3.35047,3.151475,3.757082,4.314259,3.108628,3.733079,zero 
6.4598,8.873709,9.15642,9.19832,9.109015,8.34588,8.598393,9.000019,9.112223,8.283127,2.7395,5.751152,2.372024,2.207257,2.772086,2.826618,3.041531,4.042766,2.607666,3.299635,zero 
6.556329,7.911519,8.293427,8.316936,8.675359,8.142024,8.471048,8.718051,8.663845,8.155701,2.68928,5.542246,2.612917,2.197193,2.704372,2.573465,2.760607,3.631738,2.609082,3.101699,zero 
7.568568,8.098279,9.088578,9.229802,9.293449,8.281944,8.460008,9.285344,9.599991,8.572305,3.049516,6.001826,3.222679,3.575986,3.430476,3.527998,3.571952,4.414628,3.197344,4.164489,zero 
7.53857,8.201165,9.281239,9.696006,9.4611,8.530695,8.639815,9.136413,9.558077,8.659128,3.376485,5.960198,2.83742,3.040449,3.260037,3.258723,3.637565,4.772047,3.466439,4.302777,zero 
6.238715,8.231485,8.965025,8.84177,9.074024,7.794315,8.436785,8.934944,8.849804,8.35501,2.886186,5.188192,2.592561,2.437644,2.825284,2.808104,3.190728,4.203133,2.952657,3.329246,zero 
6.079417,7.478478,8.145918,7.865887,8.095007,7.027607,7.737493,8.017618,7.958283,7.407666,2.49915,4.704291,2.420053,2.386551,2.765982,2.828941,3.050878,3.242547,2.421345,2.927204,zero 
6.311728,8.516234,8.434948,8.549474,8.768023,7.952146,8.000191,8.901357,8.319452,7.972045,2.843752,5.033899,2.536318,2.332952,2.627591,2.59793,2.778799,3.204788,2.605357,2.931276,zero 
6.791596,8.513891,9.161965,9.351259,9.790574,8.525225,9.011774,9.481995,9.179188,8.667619,3.084089,6.005121,3.166115,3.532026,3.283961,3.350788,2.969831,4.357137,3.80588,4.199689,zero 
7.41849,8.753743,9.55022,9.66858,10.075541,8.84907,9.279667,9.945579,9.827799,9.174188,3.151144,6.203459,3.377766,3.767322,3.464719,3.489875,3.258561,4.512905,3.8378,4.228437,zero 
7.80868,9.527363,10.039005,10.46415,11.14145,10.27839,10.445945,10.684561,10.479549,10.071056,3.319789,6.755451,3.241411,3.048414,2.905022,2.957919,3.152098,3.824481,3.484672,3.391787,zero 
7.404631,7.563698,8.730786,9.349988,9.000863,8.319797,8.576346,8.950449,9.319426,8.351044,3.086138,6.2188,3.183431,3.276497,2.873309,3.198412,3.137747,3.386117,2.774468,3.222106,zero 
6.480866,7.699714,8.963099,8.968493,8.967906,8.191032,8.552925,8.795418,8.954116,8.229907,2.970654,5.904773,2.675271,2.716272,3.136183,2.789501,3.367186,3.801533,3.212823,3.517918,zero 
6.169091,7.535698,8.010827,7.630358,7.840554,6.80312,7.252017,7.884275,7.660496,7.173692,2.54369,4.70914,2.36909,2.195786,2.653584,2.773465,3.380624,3.098857,2.310287,2.770561,zero 
7.413525,7.449008,7.702333,8.363051,8.083079,7.892794,8.041296,7.72569,8.285761,7.652354,3.128366,5.318832,2.60095,2.412514,3.120565,3.086999,3.322231,4.372188,3.224856,3.721638,zero 
7.750541,7.280236,8.050841,8.316603,8.178088,7.971907,8.363114,7.947341,8.171483,7.355355,2.93555,5.439262,3.176654,2.906927,3.342939,2.889687,3.680526,4.182271,3.004208,3.878412,zero 
6.975136,7.866078,8.044364,8.111561,8.237671,7.641654,8.037305,8.334173,8.022348,7.505408,2.718848,4.84129,2.724155,2.409032,2.997512,2.579207,2.822264,3.56661,2.600339,3.112779,zero 
7.123423,7.617441,7.316207,7.143263,7.439636,6.791053,6.782388,7.209391,7.307623,6.55339,2.294293,3.959028,2.198704,1.878605,2.498664,2.334334,2.874252,3.102155,2.201059,2.712846,zero 
7.764066,7.646102,8.150695,8.049893,8.834169,8.141369,8.743279,8.115946,8.190692,7.920811,2.766091,5.220842,3.085665,2.776295,3.109941,2.843871,3.709462,4.011531,3.374349,3.120216,zero 
6.228288,7.403365,7.964783,7.790449,8.228827,6.971204,7.518686,8.102086,7.915072,7.573561,2.459139,4.73211,2.403407,2.396134,2.803639,2.873091,3.163265,3.579121,2.616894,3.083101,zero 
6.20537,8.347594,8.360565,8.233795,8.822339,7.549565,7.701575,8.800593,8.361597,8.177942,2.727265,4.877119,2.418649,2.199399,2.693938,2.791671,3.069605,3.718496,2.644938,3.135283,zero 
6.348214,7.51183,7.577681,7.634592,7.728651,6.928824,6.568723,7.751613,7.755851,7.123616,2.612753,4.596882,2.41277,2.283636,2.663518,2.584005,2.568707,3.485091,2.431656,3.014282,zero 
5.927927,8.119856,8.65843,8.464463,8.745057,7.721127,8.263659,8.834218,8.469073,7.943379,2.77476,5.589543,2.676358,2.382669,2.563498,2.856946,2.973764,3.04209,2.383383,2.712742,zero 
6.296223,8.13435,8.264141,8.272931,8.767027,7.801127,7.76634,8.482288,8.431024,7.926276,2.704469,5.216966,2.362581,2.027693,2.644377,2.478984,3.275315,3.520048,2.404971,3.03075,zero 
6.53641,7.771803,8.105917,8.206409,8.132561,7.15052,7.382614,7.968519,8.224376,7.537183,2.462595,4.725738,2.007574,1.817989,2.674766,2.836727,3.295777,3.861164,2.251227,3.155074,zero 
6.846748,7.896993,7.702515,7.780186,7.88229,6.997582,7.168325,7.900003,7.716224,7.309952,2.614947,4.454207,2.079435,1.803501,2.482048,2.817132,3.056509,3.461244,2.148394,3.066507,zero 
7.208544,8.284114,8.470919,7.984196,8.433496,7.483989,7.76882,8.438123,7.869836,7.464405,2.622783,4.701899,2.445271,2.005988,2.406948,2.560376,2.772981,2.902699,2.062624,2.657038,zero 
7.202656,7.074838,8.374563,8.475628,8.332784,7.593204,8.084519,8.362364,8.71945,7.73333,2.876662,5.937719,3.610233,3.66304,3.175054,3.291471,3.390483,3.88369,3.262484,3.854572,zero 
7.49284,8.359776,8.887638,9.352485,9.780724,8.79061,9.056274,9.560954,9.481135,8.916665,3.149735,6.270918,3.81348,3.906878,3.594068,3.511532,3.46036,4.297824,3.724646,4.150672,zero 
7.782407,7.847058,8.708383,8.900229,9.11807,8.810894,9.453641,8.669946,9.076197,8.21557,3.153143,6.237973,3.67741,3.79318,4.092096,3.433397,3.173096,4.666901,3.680963,4.473114,zero 
6.674402,7.603472,8.604468,8.505745,8.530349,7.600691,8.115649,8.124548,8.57081,7.745935,2.700568,5.330169,2.605191,2.59759,3.091979,3.02641,3.397122,4.327202,2.979305,3.565124,zero 
5.986566,8.416349,8.941377,8.632091,9.135312,7.807444,8.272117,9.011948,8.721729,8.39925,2.720149,5.252392,2.375157,2.355388,2.848736,2.804833,3.217493,3.992906,2.845419,3.132154,zero 
6.268413,8.129951,8.743268,8.843183,9.427548,8.2615,8.545199,9.080843,8.83904,8.504454,2.722055,5.53585,2.419443,2.428014,2.723412,2.718733,3.341492,4.020555,2.982477,3.269877,zero 
6.944122,7.657618,8.225501,7.796943,8.816976,7.423944,7.757661,8.495283,7.724558,7.736809,2.839359,4.499058,2.403748,2.188549,2.459225,2.716826,3.469109,3.346977,2.444077,3.099753,zero 
7.011386,8.46872,8.394146,8.329436,8.540153,7.400788,7.649154,8.340543,8.083048,7.58959,2.550528,4.235166,2.168297,2.070596,2.494658,2.733668,3.172238,3.632968,2.218647,3.302185,zero 
6.644992,8.472719,8.95537,8.476672,8.50932,7.458505,7.863809,8.689971,8.351527,7.616383,2.90743,5.027432,2.971929,2.939603,3.328666,3.073733,3.907857,3.525872,2.902119,3.644248,zero 
6.455936,7.540321,8.729073,9.064895,8.99718,8.076245,8.219651,8.578027,8.469322,7.790558,2.812631,5.855299,2.677447,2.738409,2.9128,2.906387,3.132455,3.682987,3.778747,3.595569,zero 
7.645636,7.851475,8.784522,9.49169,8.818649,8.5009,8.340362,8.440712,8.700428,7.501399,3.35171,6.182674,3.480206,3.626154,3.355837,3.697082,3.321079,3.758666,4.022518,4.267617,zero 
7.570019,9.173799,10.140923,10.30477,10.444083,9.656779,10.075716,9.87722,9.91924,9.286399,3.374097,6.567462,3.314965,3.127914,3.417939,3.113388,3.829138,4.413636,3.757757,4.013669,zero 
7.267358,7.422633,8.763045,9.46233,8.978458,8.732682,8.433769,8.6667,9.094022,8.282652,3.220675,6.28873,3.510922,3.135046,3.060854,2.676988,2.92968,3.299242,3.256713,3.372558,zero 
7.996031,7.836051,8.401448,8.678761,9.218381,8.632294,9.158897,8.854935,8.976374,8.553766,3.148004,5.899382,3.6291,3.663077,3.91431,3.29611,3.143955,4.629589,3.790611,4.315926,zero 
6.570334,7.920258,9.049881,9.330036,9.40472,8.627477,9.023339,9.110043,9.25299,8.601483,3.295038,6.421642,3.433012,3.456919,3.26635,3.149813,2.909975,3.708432,3.318458,3.390926,zero 
6.498344,7.761374,8.24296,8.281922,8.086727,7.32531,7.657648,8.260118,8.246174,7.651241,2.651414,5.052132,2.418533,2.191242,2.691247,2.904463,2.816498,3.476142,2.403185,3.183082,zero 
7.310344,7.934316,8.058398,7.820541,7.949749,7.082736,7.486423,7.763128,7.500689,7.0342,2.759238,4.397235,2.511415,2.233005,2.579699,2.940673,3.179856,3.039451,2.323911,2.993754,zero 
7.459924,9.663226,10.21915,10.225534,10.26883,9.565028,9.85858,10.157391,9.988901,9.32844,3.484808,6.370695,3.020025,2.657777,3.041087,2.86843,3.311995,3.633014,3.21541,3.394804,zero 
6.939575,9.417049,10.170425,10.340023,10.525559,9.55227,9.904964,10.17642,10.03648,9.484456,3.33956,6.409363,2.876268,2.567509,2.710706,2.775223,3.169412,4.067642,3.194015,3.463347,zero 
6.380509,7.677134,7.888621,7.753854,7.895697,7.282125,7.631834,7.971109,7.892464,7.278371,2.578985,5.032596,2.283578,2.027173,2.626314,2.528635,2.934066,3.331954,2.339288,2.756274,zero 
7.525754,8.758288,9.718206,9.68382,10.149628,9.176627,9.926259,9.90831,9.515685,9.397516,3.251312,6.444924,3.121422,2.938985,3.137632,3.173706,3.745374,4.205661,3.722498,3.147525,zero 
7.19641,8.961496,9.739971,9.919755,10.246718,9.403828,9.902613,9.613084,9.535753,9.260115,3.17459,6.480229,3.170055,2.663233,3.003673,2.755253,3.445706,3.981768,3.715517,3.170655,zero 
7.275565,7.921414,8.44464,8.692168,9.488499,8.97912,9.588503,9.007411,8.856647,8.652393,3.023185,5.970573,3.360623,3.175211,3.184522,2.888192,3.12574,4.082793,3.578271,3.488813,zero 
6.918334,8.272499,9.017344,9.639717,9.666736,8.967674,9.019293,9.218077,9.003952,8.601107,3.331726,6.129368,3.332501,2.900249,2.833103,2.883893,3.183892,3.344497,3.529981,3.135143,zero 
